AsOfDate,Comapny,Account,AU,Currency,PrimaryAccount,SecondaryAccount,GL_Balance,IHUB_Balance,BalanceDiff,MatchBreak
10/17/2023,OWAGBAAUXXX,9378396,7950,TMT,Home Loan Account,invoice transaction at Franey: Jast and Emmerich using card ending with ***(...0671) for HTG 195.00 in account ***51711549,46699.82,14245.13,32454.69,Break
09/16/2024,IHSVSYHLJL0,56157440,8285,PAB,Auto Loan Account,invoice transaction at Rath - Quigley using card ending with ***(...3311) for SGD 234.71 in account ***49300202,72664.51,31039.23,41625.28,Break
02/28/2024,AVJZTM8NXXX,79023099,612,BMD,Money Market Account,invoice transaction at Moore - Bernhard using card ending with ***(...5149) for ILS 107.55 in account ***76423212,31446.98,26503.48,4943.5,Break
03/19/2024,REVOLV9QEVG,71719004,8167,DJF,Savings Account,withdrawal transaction at Robel - Bashirian using card ending with ***(...9422) for THB 229.41 in account ***88269932,36673.74,15628.01,21045.73,Break
10/05/2024,BXWIJEGZISU,26186752,3421,ZAR,Credit Card Account,deposit transaction at Schowalter: Hilpert and Hudson using card ending with ***(...6534) for EGP 614.39 in account ***72533878,32654.2,97767.4,-65113.2,Break
02/27/2024,WBVXMWDDVI5,37653172,9955,AMD,Auto Loan Account,payment transaction at Stark Inc using card ending with ***(...4174) for EUR 539.56 in account ***04571025,69750.01,32546.03,37203.98,Break
10/09/2023,IUSCBWPP,97940315,6102,EUR,Checking Account,payment transaction at Kautzer: Schmitt and Blanda using card ending with ***(...2533) for SOS 789.28 in account ***27242171,58653.75,57243.1,1410.6500000000017,Break
02/27/2024,UVUQMPJA9DH,12456080,1428,ZMW,Personal Loan Account,deposit transaction at Bradtke: Pacocha and Hilpert using card ending with ***(...2869) for HNL 79.18 in account ***43961734,10754.97,47683.98,-36929.01,Break
01/28/2025,GZNHETCPXXX,74811763,2141,USD,Personal Loan Account,deposit transaction at Yost - Welch using card ending with ***(...3827) for ARS 239.38 in account ***31245929,28431.56,77668.47,-49236.91,Break
11/13/2023,DCTZSJXP,52301096,9930,ERN,Personal Loan Account,withdrawal transaction at Romaguera - Zulauf using card ending with ***(...0336) for YER 240.66 in account ***48328087,63538.72,61433.19,2105.529999999999,Break
04/09/2024,ZAUXTF53,85119062,2445,SLE,Credit Card Account,deposit transaction at Stracke LLC using card ending with ***(...1851) for NOK 693.20 in account ***76514370,48731.71,18624.37,30107.34,Break
09/03/2024,URNUBBN4,58922166,3839,THB,Savings Account,deposit transaction at Anderson: Blick and Wehner using card ending with ***(...5418) for CVE 908.81 in account ***20997909,28882.44,64042.51,-35160.07000000001,Break
05/31/2024,WWTDSTS1,44989773,1155,MRU,Home Loan Account,payment transaction at Rosenbaum and Sons using card ending with ***(...4812) for STN 678.06 in account ***65489235,18105.57,31575.86,-13470.29,Break
09/01/2024,DIRKPEX2XXX,12964828,8712,UAH,Auto Loan Account,payment transaction at Durgan - Adams using card ending with ***(...7373) for OMR 277.80 in account ***06533249,33081.46,50146.08,-17064.620000000003,Break
05/03/2024,HCHEPHFP,4019980,1679,CVE,Money Market Account,deposit transaction at Vandervort - Skiles using card ending with ***(...8151) for VUV 752.25 in account ***14933640,68226.35,83667.57,-15441.22,Break
05/28/2024,VGJLMW00XXX,3872952,2001,ETB,Investment Account,withdrawal transaction at Hane - Ziemann using card ending with ***(...0797) for MWK 201.58 in account ***34892907,34570.68,60132.95,-25562.27,Break
02/12/2025,XPOBCV7D,40568979,2588,TZS,Investment Account,withdrawal transaction at Fadel Group using card ending with ***(...4698) for MAD 844.87 in account ***88724530,17778.82,6793.39,10985.43,Break
04/14/2024,MXTBYTFLXXX,44284413,1678,ZMW,Investment Account,withdrawal transaction at Turcotte - Lubowitz using card ending with ***(...4903) for VES 127.28 in account ***54969235,82797.55,55689.44,27108.11,Break
12/27/2023,BWXOTJ3S,10043154,7592,ANG,Credit Card Account,invoice transaction at Doyle - Lehner using card ending with ***(...0646) for TRY 960.85 in account ***97428186,73567.64,87661.1,-14093.460000000006,Break
09/30/2024,OGXRLSQB,96762011,9246,MOP,Checking Account,deposit transaction at Renner: Abernathy and Paucek using card ending with ***(...5229) for UYU 991.88 in account ***73416286,17892.28,89349.95,-71457.67,Break
06/15/2024,WJOKAXUL68I,84334426,3343,MDL,Auto Loan Account,withdrawal transaction at King - Raynor using card ending with ***(...0198) for GMD 235.90 in account ***55429774,60450.53,84825.55,-24375.020000000004,Break
02/17/2025,YUVGLSZ6,99204277,2526,XAF,Personal Loan Account,invoice transaction at Kertzmann: Greenholt and Pouros using card ending with ***(...9481) for LBP 372.83 in account ***47058257,42254.1,98570.64,-56316.54,Break
11/09/2023,CPHWTOZM2RW,82059708,2877,GBP,Auto Loan Account,withdrawal transaction at Cremin: Schultz and Boyle using card ending with ***(...7646) for SAR 780.92 in account ***05556367,84446.36,8322.78,76123.58,Break
05/14/2024,XTGBUGP6XXX,10312141,1657,WST,Checking Account,payment transaction at Crona - Wuckert using card ending with ***(...3784) for NIO 971.68 in account ***33922226,34587.43,66692.62,-32105.189999999995,Break
01/19/2025,DMMHGGK7,80973723,4365,CNY,Investment Account,withdrawal transaction at D'Amore: Donnelly and Goodwin using card ending with ***(...7714) for RON 895.63 in account ***96714102,22830.73,97384.11,-74553.38,Break
10/05/2024,LJRYFIN5,6550897,5328,ZMW,Auto Loan Account,payment transaction at Botsford: Gutkowski and Crona using card ending with ***(...4675) for AWG 94.25 in account ***88971795,34498.34,51727.69,-17229.350000000006,Break
01/12/2024,TCPGWSU69O9,78477134,2279,MZN,Auto Loan Account,withdrawal transaction at Kohler and Sons using card ending with ***(...4613) for AMD 411.16 in account ***46884094,66085.9,29261.33,36824.56999999999,Break
01/04/2024,TVEYAOZRXXX,16786336,4929,KYD,Auto Loan Account,payment transaction at Gottlieb - Grady using card ending with ***(...3013) for JOD 206.35 in account ***52711103,15901.78,36932.01,-21030.230000000003,Break
07/12/2024,QWYKAZ6YXXX,46990356,6919,XAF,Personal Loan Account,invoice transaction at Braun: Mraz and Marquardt using card ending with ***(...8948) for NIO 558.45 in account ***26085900,53519.36,52860.02,659.3400000000038,Break
06/25/2024,LDSWSZIU,83091173,2212,RON,Auto Loan Account,payment transaction at Gulgowski Group using card ending with ***(...8491) for HNL 554.08 in account ***57277264,21221.12,55311.06,-34089.94,Break
01/03/2024,KGGITVDLXXX,87589564,5587,NPR,Auto Loan Account,withdrawal transaction at Wilderman - Terry using card ending with ***(...2160) for RSD 546.03 in account ***66945418,74861.14,38200.61,36660.53,Break
02/24/2024,KTSUBIL7GAQ,62441408,6305,USD,Savings Account,withdrawal transaction at Wuckert - Mohr using card ending with ***(...7702) for KZT 806.76 in account ***31113101,63674.16,44403.88,19270.28000000001,Break
10/28/2024,XXCMPAPB,75996770,1898,DZD,Home Loan Account,invoice transaction at Rutherford LLC using card ending with ***(...7590) for IRR 612.47 in account ***34080642,52506.08,32730.57,19775.51,Break
05/08/2024,LFVPEGDXGXL,87406072,6597,AUD,Personal Loan Account,invoice transaction at Schultz: Stehr and Ebert using card ending with ***(...5550) for BAM 354.11 in account ***80450123,15421.64,63614.24,-48192.6,Break
01/03/2024,NGBIUGZ0,73490181,7240,GYD,Money Market Account,invoice transaction at Rosenbaum - Smith using card ending with ***(...6118) for ERN 182.46 in account ***25470077,69479.38,65373.35,4106.030000000006,Break
01/22/2025,MDIEVUTIU6V,62827669,2302,BBD,Savings Account,invoice transaction at Heller - Lebsack using card ending with ***(...0553) for CUP 813.36 in account ***09805677,27693.5,26971.62,721.880000000001,Break
08/06/2024,EFJPITNPXXX,50620818,32,MMK,Credit Card Account,payment transaction at Stroman LLC using card ending with ***(...6459) for RON 272.44 in account ***43955640,52153.09,71114.58,-18961.490000000005,Break
07/19/2024,EROXKWGLXXX,96552126,2697,RON,Auto Loan Account,payment transaction at Rempel Inc using card ending with ***(...8372) for AWG 821.83 in account ***99906729,11029.43,43577.17,-32547.74,Break
04/02/2024,VWUGCZZB7E1,35586775,8297,USD,Investment Account,withdrawal transaction at Macejkovic: Witting and Rodriguez using card ending with ***(...7484) for ZAR 280.97 in account ***22521273,54778.77,95726.96,-40948.19000000001,Break
01/29/2025,WNMZVISL,19871254,5344,BBD,Investment Account,invoice transaction at Wilkinson - Kemmer using card ending with ***(...6103) for BBD 958.60 in account ***30644555,31350.77,47627.57,-16276.8,Break
04/27/2024,XEIKCNFB,93418687,7362,PAB,Personal Loan Account,payment transaction at Hamill: Jacobson and VonRueden using card ending with ***(...2195) for ARS 711.37 in account ***65928327,49479.01,78373.32,-28894.310000000005,Break
07/25/2024,NNILUA2QXXX,35497587,5714,CLP,Investment Account,deposit transaction at Hermiston: Bogisich and Tromp using card ending with ***(...0756) for RUB 230.88 in account ***79324112,21693.7,21155.88,537.8199999999997,Break
11/13/2023,NTCKQASTXXX,98152861,8239,USD,Investment Account,withdrawal transaction at Gutmann: Feest and Dietrich using card ending with ***(...7469) for UZS 290.28 in account ***75431413,60103.54,68534.91,-8431.370000000003,Break
11/19/2024,NDKDGBMK,92250187,2880,SDG,Auto Loan Account,withdrawal transaction at Jenkins - Rutherford using card ending with ***(...8788) for MNT 94.92 in account ***11859217,72064.52,23714.23,48350.29000000001,Break
05/19/2024,GFFFME90XXX,30288593,9202,SYP,Checking Account,invoice transaction at Lowe - Schoen using card ending with ***(...1720) for KPW 894.51 in account ***93178032,61028.56,11841.82,49186.74,Break
03/04/2024,CLUICHEDXXX,98934938,3268,USD,Credit Card Account,invoice transaction at Bashirian LLC using card ending with ***(...0660) for IDR 199.86 in account ***38902604,88870.04,76096.71,12773.329999999987,Break
08/03/2024,TCLMCDPY,59567775,9562,MZN,Money Market Account,deposit transaction at Botsford Inc using card ending with ***(...4306) for HUF 454.04 in account ***99730425,54719.11,50598.07,4121.040000000001,Break
03/25/2024,ASHIEHZV2MW,16856787,301,JPY,Money Market Account,withdrawal transaction at Littel - Feest using card ending with ***(...3556) for NOK 12.52 in account ***62172917,73497.91,75828.3,-2330.3899999999994,Break
01/12/2025,UDGDLT55,18416195,2980,SZL,Personal Loan Account,payment transaction at Ritchie - Gottlieb using card ending with ***(...6030) for BTN 663.61 in account ***71540027,87613.53,32776.55,54836.98,Break
11/15/2024,XEPBMOCW,75841243,7646,ZMW,Savings Account,deposit transaction at Walter - Jenkins using card ending with ***(...3571) for UZS 180.19 in account ***31053282,36154.33,93133.65,-56979.31999999999,Break
08/20/2024,XQKMBZVS,44083689,99,FKP,Savings Account,deposit transaction at Kessler Inc using card ending with ***(...0294) for BWP 297.79 in account ***39779389,88236.29,10169.7,78066.59,Break
10/17/2023,DIQECIP8XXX,99165494,387,EUR,Investment Account,payment transaction at Ankunding LLC using card ending with ***(...9980) for BTN 940.64 in account ***46880573,22778.25,48402.65,-25624.4,Break
01/04/2024,GYXCPNATXXX,72713935,4445,PEN,Home Loan Account,invoice transaction at Beier: Monahan and Keeling using card ending with ***(...2698) for STN 19.50 in account ***88034062,19435.38,79580.58,-60145.2,Break
10/05/2024,PPDKTJXNXMO,66900618,4396,CRC,Home Loan Account,payment transaction at Anderson: Huel and Aufderhar using card ending with ***(...8899) for SZL 78.08 in account ***55557597,49584.82,75967.12,-26382.3,Break
08/03/2024,QDOSBWRZ50R,32387028,1500,GNF,Personal Loan Account,deposit transaction at Fadel - Witting using card ending with ***(...4503) for NIO 358.94 in account ***71706558,16009.2,92996.22,-76987.02,Break
10/05/2023,FOPGPMY7MEA,82075990,7046,SDG,Money Market Account,withdrawal transaction at Jacobson Group using card ending with ***(...7815) for BGN 747.42 in account ***99338081,25222.86,37324.13,-12101.269999999997,Break
02/09/2025,MCTVJOOY,34410598,2745,TRY,Credit Card Account,deposit transaction at Little LLC using card ending with ***(...8324) for LSL 141.62 in account ***68207122,46756.38,65508.06,-18751.68,Break
02/16/2024,VIPVLKKA,29227633,3761,BBD,Money Market Account,withdrawal transaction at Turner: Mueller and Kemmer using card ending with ***(...5466) for MRU 951.91 in account ***92487463,71345.7,71357.72,-12.020000000004076,Break
10/15/2024,CNQIECMQ,46948011,220,ISK,Checking Account,invoice transaction at Dach: Stracke and Jenkins using card ending with ***(...1070) for RON 815.77 in account ***97270133,15651.9,53572.41,-37920.51,Break
07/03/2024,QHXBGN3FXXX,6727389,521,PHP,Auto Loan Account,payment transaction at Luettgen: Blanda and Smitham using card ending with ***(...7904) for AUD 401.76 in account ***49095570,56316.87,93367.49,-37050.62,Break
04/16/2024,PKLASX4UXXX,91045280,9109,IQD,Money Market Account,withdrawal transaction at Ritchie - Baumbach using card ending with ***(...7112) for STN 852.50 in account ***34726724,48276.89,59607.8,-11330.910000000003,Break
07/02/2024,ZPLYBDTHXXX,97859071,9547,TOP,Home Loan Account,payment transaction at Ortiz Group using card ending with ***(...2253) for IQD 45.49 in account ***55138324,19628.3,67701.42,-48073.12,Break
10/12/2024,MZFYLKE8,88968821,7928,PLN,Money Market Account,invoice transaction at Franecki: Gutmann and Brekke using card ending with ***(...3963) for PLN 205.31 in account ***17392726,32080.29,89111.37,-57031.08,Break
04/12/2024,YICTSM2OXXX,24675511,3313,ALL,Checking Account,deposit transaction at Hills and Sons using card ending with ***(...4185) for NPR 399.05 in account ***83950161,14604.62,33496.85,-18892.23,Break
01/04/2025,FHFSNIG1,32398483,1942,USD,Money Market Account,payment transaction at Batz - Trantow using card ending with ***(...5729) for AZN 471.90 in account ***16880100,24995.13,84710.82,-59715.69,Break
09/29/2024,ARCKVGRDI0O,46262611,6038,TRY,Home Loan Account,deposit transaction at Homenick - Deckow using card ending with ***(...4100) for DJF 445.75 in account ***78745456,27203.64,77003.18,-49799.53999999999,Break
12/18/2023,IIPMDM4QUV1,39874432,3312,KZT,Investment Account,payment transaction at Mitchell: Rodriguez and Huels using card ending with ***(...5666) for SDG 55.30 in account ***15475382,35793.17,41181.54,-5388.370000000003,Break
12/04/2024,MOKRKG4X,83123889,3222,JPY,Savings Account,invoice transaction at Pfeffer LLC using card ending with ***(...7658) for DKK 292.18 in account ***91371591,83540.76,84308.05,-767.2900000000081,Break
06/30/2024,SPWUSD1UULD,42640347,5574,EUR,Money Market Account,withdrawal transaction at Dooley Group using card ending with ***(...3264) for MOP 621.96 in account ***74791578,24282.82,5715.74,18567.08,Break
02/05/2024,VMCNAIN3XXX,51224115,8103,PGK,Credit Card Account,invoice transaction at Dietrich: Wolff and McCullough using card ending with ***(...4509) for INR 323.29 in account ***74300390,41661.53,83987.92,-42326.39,Break
08/02/2024,WWYYSZLDXXX,1621255,1997,USD,Investment Account,withdrawal transaction at Conn LLC using card ending with ***(...9435) for FJD 268.47 in account ***89971116,73789.26,26315.5,47473.76,Break
11/09/2023,JIWESS1IXXX,29874491,6143,AFN,Home Loan Account,deposit transaction at Aufderhar LLC using card ending with ***(...1963) for BHD 827.14 in account ***14934914,45413.26,5670.45,39742.810000000005,Break
12/21/2023,NKZQRUEU,33685833,9055,EUR,Credit Card Account,invoice transaction at Johnston: Balistreri and Keeling using card ending with ***(...2650) for KES 64.42 in account ***47777103,72340.22,61578.36,10761.86,Break
02/02/2024,LUWKCY31,88284170,1980,EUR,Personal Loan Account,withdrawal transaction at Rau - Lind using card ending with ***(...8007) for RSD 108.76 in account ***89264203,78423.89,7578.08,70845.81,Break
